# ---------------------------------- WARNING ----------------------------------------								
# Some of the data that you have obtained from this U.S. Geological Survey database								
# may not have received Director's approval. Any such data values are qualified								
# as provisional and are subject to revision. Provisional data are released on the								
# condition that neither the USGS nor the United States Government may be held liable								
# for any damages resulting from its use.								
#								
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement								
#								
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output								
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals								
#								
# Contact:   gs-w_support_nwisweb@usgs.gov								
# retrieved: 2021-04-04 23:16:06 EDT       (caww01)								
#								
# Data for the following 1 site(s) are contained in this file								
"#    USGS 02087500 NEUSE RIVER NEAR CLAYTON, NC"								
# -----------------------------------------------------------------------------------								
agency_cd	site_no	datetime	" Discharge, cubic feet per second (Maximum)"	"Discharge, cubic feet per second (Minimum)"	"Discharge, cubic feet per second (Minimum)"	"Gage height, feet (Maximum)"	"Gage height, feet (Minimum)"	" Gage height, feet (Mean)"
USGS	2087500	1/30/1968			796			
USGS	2087500	1/31/1968			768			
USGS	2087500	2/1/1968			715			
USGS	2087500	2/2/1968			690			
USGS	2087500	2/3/1968			742			
USGS	2087500	2/4/1968			852			
USGS	2087500	2/5/1968			970			
USGS	2087500	2/6/1968			823			
USGS	2087500	2/7/1968			715			
USGS	2087500	2/8/1968			665			
USGS	2087500	2/9/1968			640			
USGS	2087500	2/10/1968			610			
USGS	2087500	2/11/1968			580			
USGS	2087500	2/12/1968			545			
USGS	2087500	2/13/1968			530			
USGS	2087500	2/14/1968			500			
USGS	2087500	2/15/1968			495			
USGS	2087500	2/16/1968			485			
USGS	2087500	2/17/1968			490			
USGS	2087500	2/18/1968			485			
USGS	2087500	2/19/1968			470			
USGS	2087500	2/20/1968			450			
USGS	2087500	2/21/1968			450			
USGS	2087500	2/22/1968			450			
USGS	2087500	2/23/1968			445			
USGS	2087500	2/24/1968			440			
USGS	2087500	2/25/1968			435			
USGS	2087500	2/26/1968			425			
USGS	2087500	2/27/1968			400			
USGS	2087500	2/28/1968			395			
USGS	2087500	2/29/1968			445			
USGS	2087500	3/1/1968			610			
USGS	2087500	3/2/1968			690			
USGS	2087500	3/3/1968			740			
USGS	2087500	3/4/1968			600			
USGS	2087500	3/5/1968			550			
USGS	2087500	3/6/1968			520			
USGS	2087500	3/7/1968			500			
USGS	2087500	3/8/1968			480			
USGS	2087500	3/9/1968			450			
USGS	2087500	3/10/1968			440			
USGS	2087500	3/11/1968			540			
USGS	2087500	3/12/1968			540			
USGS	2087500	3/13/1968			1200			
USGS	2087500	3/14/1968			3120			
USGS	2087500	3/15/1968			3760			
USGS	2087500	3/16/1968			4240			
USGS	2087500	3/17/1968			3840			
USGS	2087500	3/18/1968			2630			
USGS	2087500	3/19/1968			2700			
USGS	2087500	3/20/1968			2000			
USGS	2087500	3/21/1968			1330			
USGS	2087500	3/22/1968			1030			
USGS	2087500	3/23/1968			910			
USGS	2087500	3/24/1968			910			
USGS	2087500	3/25/1968			1060			
USGS	2087500	3/26/1968			1030			
USGS	2087500	3/27/1968			796			
USGS	2087500	3/28/1968			690			
USGS	2087500	3/29/1968			650			
USGS	2087500	3/30/1968			620			
USGS	2087500	3/31/1968			580			
USGS	2087500	4/1/1968			575			
USGS	2087500	4/2/1968			590			
USGS	2087500	4/3/1968			550			
USGS	2087500	4/4/1968			525			
USGS	2087500	4/5/1968			550			
USGS	2087500	4/6/1968			1180			
USGS	2087500	4/7/1968			1540			
USGS	2087500	4/8/1968			1180			
USGS	2087500	4/9/1968			880			
USGS	2087500	4/10/1968			715			
USGS	2087500	4/11/1968			645			
USGS	2087500	4/12/1968			620			
USGS	2087500	4/13/1968			625			
USGS	2087500	4/14/1968			565			
USGS	2087500	4/15/1968			530			
USGS	2087500	4/16/1968			515			
USGS	2087500	4/17/1968			485			
USGS	2087500	4/18/1968			455			
USGS	2087500	4/19/1968			430			
USGS	2087500	4/20/1968			435			
USGS	2087500	4/21/1968			415			
USGS	2087500	4/22/1968			365			
USGS	2087500	4/23/1968			355			
USGS	2087500	4/24/1968			415			
USGS	2087500	4/25/1968			470			
USGS	2087500	4/26/1968			440			
USGS	2087500	4/27/1968			410			
USGS	2087500	4/28/1968			380			
USGS	2087500	4/29/1968			345			
USGS	2087500	4/30/1968			420			
USGS	2087500	5/1/1968			425			
USGS	2087500	5/2/1968			410			
USGS	2087500	5/3/1968			350			
USGS	2087500	5/4/1968			310			
USGS	2087500	5/5/1968			306			
USGS	2087500	5/6/1968			302			
USGS	2087500	5/7/1968			288			
USGS	2087500	5/8/1968			288			
USGS	2087500	5/9/1968			270			
USGS	2087500	5/10/1968			250			
USGS	2087500	5/11/1968			250			
USGS	2087500	5/12/1968			310			
USGS	2087500	5/13/1968			365			
USGS	2087500	5/14/1968			340			
USGS	2087500	5/15/1968			405			
USGS	2087500	5/16/1968			415			
USGS	2087500	5/17/1968			380			
USGS	2087500	5/18/1968			330			
USGS	2087500	5/19/1968			520			
USGS	2087500	5/20/1968			400			
USGS	2087500	5/21/1968			297			
USGS	2087500	5/22/1968			266			
USGS	2087500	5/23/1968			250			
USGS	2087500	5/24/1968			242			
USGS	2087500	5/25/1968			254			
USGS	2087500	5/26/1968			270			
USGS	2087500	5/27/1968			535			
USGS	2087500	5/28/1968			1300			
USGS	2087500	5/29/1968			2560			
USGS	2087500	5/30/1968			3200			
USGS	2087500	5/31/1968			3360			
USGS	2087500	6/1/1968			1680			
USGS	2087500	6/2/1968			625			
USGS	2087500	6/3/1968			823			
USGS	2087500	6/4/1968			768			
USGS	2087500	6/5/1968			480			
USGS	2087500	6/6/1968			375			
USGS	2087500	6/7/1968			322			
USGS	2087500	6/8/1968			334			
USGS	2087500	6/9/1968			495			
USGS	2087500	6/10/1968			480			
USGS	2087500	6/11/1968			429			
USGS	2087500	6/12/1968			434			
USGS	2087500	6/13/1968			475			
USGS	2087500	6/14/1968			490			
USGS	2087500	6/15/1968			456			
USGS	2087500	6/16/1968			362			
USGS	2087500	6/17/1968			297			
USGS	2087500	6/18/1968			318			
USGS	2087500	6/19/1968			278			
USGS	2087500	6/20/1968			301			
USGS	2087500	6/21/1968			297			
USGS	2087500	6/22/1968			270			
USGS	2087500	6/23/1968			259			
USGS	2087500	6/24/1968			248			
USGS	2087500	6/25/1968			237			
USGS	2087500	6/26/1968			220			
USGS	2087500	6/27/1968			220			
USGS	2087500	6/28/1968			223			
USGS	2087500	6/29/1968			203			
USGS	2087500	6/30/1968			197			
USGS	2087500	7/1/1968			185			
USGS	2087500	7/2/1968			170			
USGS	2087500	7/3/1968			160			
USGS	2087500	7/4/1968			145			
USGS	2087500	7/5/1968			160			
USGS	2087500	7/6/1968			210			
USGS	2087500	7/7/1968			190			
USGS	2087500	7/8/1968			170			
USGS	2087500	7/9/1968			150			
USGS	2087500	7/10/1968			140			
USGS	2087500	7/11/1968			130			
USGS	2087500	7/12/1968			500			
USGS	2087500	7/13/1968			1200			
USGS	2087500	7/14/1968			2700			
USGS	2087500	7/15/1968			1500			
USGS	2087500	7/16/1968			800			
USGS	2087500	7/17/1968			380			
USGS	2087500	7/18/1968			700			
USGS	2087500	7/19/1968			1000			
USGS	2087500	7/20/1968			1600			
USGS	2087500	7/21/1968			800			
USGS	2087500	7/22/1968			350			
USGS	2087500	7/23/1968			280			
USGS	2087500	7/24/1968			240			
USGS	2087500	7/25/1968			206			
USGS	2087500	7/26/1968			187			
USGS	2087500	7/27/1968			158			
USGS	2087500	7/28/1968			147			
USGS	2087500	7/29/1968			147			
USGS	2087500	7/30/1968			142			
USGS	2087500	7/31/1968			139			
USGS	2087500	8/1/1968			142			
USGS	2087500	8/2/1968			137			
USGS	2087500	8/3/1968			127			
USGS	2087500	8/4/1968			127			
USGS	2087500	8/5/1968			132			
USGS	2087500	8/6/1968			139			
USGS	2087500	8/7/1968			129			
USGS	2087500	8/8/1968			108			
USGS	2087500	8/9/1968			100			
USGS	2087500	8/10/1968			155			
USGS	2087500	8/11/1968			197			
USGS	2087500	8/12/1968			164			
USGS	2087500	8/13/1968			161			
USGS	2087500	8/14/1968			150			
USGS	2087500	8/15/1968			129			
USGS	2087500	8/16/1968			150			
USGS	2087500	8/17/1968			248			
USGS	2087500	8/18/1968			161			
USGS	2087500	8/19/1968			139			
USGS	2087500	8/20/1968			152			
USGS	2087500	8/21/1968			129			
USGS	2087500	8/22/1968			132			
USGS	2087500	8/23/1968			113			
USGS	2087500	8/24/1968			94			
USGS	2087500	8/25/1968			88			
USGS	2087500	8/26/1968			81			
USGS	2087500	8/27/1968			83			
USGS	2087500	8/28/1968			88			
USGS	2087500	8/29/1968			92			
USGS	2087500	8/30/1968			84			
USGS	2087500	8/31/1968			86			
USGS	2087500	9/1/1968			78			
USGS	2087500	9/2/1968			67			
USGS	2087500	9/3/1968			67			
USGS	2087500	9/4/1968			64			
USGS	2087500	9/5/1968			64			
USGS	2087500	9/6/1968			76			
USGS	2087500	9/7/1968			147			
USGS	2087500	9/8/1968			142			
USGS	2087500	9/9/1968			90			
USGS	2087500	9/10/1968			92			
USGS	2087500	9/11/1968			94			
USGS	2087500	9/12/1968			86			
USGS	2087500	9/13/1968			78			
USGS	2087500	9/14/1968			71			
USGS	2087500	9/15/1968			64			
USGS	2087500	9/16/1968			56			
USGS	2087500	9/17/1968			61			
USGS	2087500	9/18/1968			66			
USGS	2087500	9/19/1968			71			
USGS	2087500	9/20/1968			69			
USGS	2087500	9/21/1968			69			
USGS	2087500	9/22/1968			67			
USGS	2087500	9/23/1968			64			
USGS	2087500	9/24/1968			64			
USGS	2087500	9/25/1968			63			
USGS	2087500	9/26/1968			66			
USGS	2087500	9/27/1968			96			
USGS	2087500	9/28/1968			113			
USGS	2087500	9/29/1968			86			
USGS	2087500	9/30/1968			74			
USGS	2087500	10/1/1968			71			
USGS	2087500	10/2/1968			72			
USGS	2087500	10/3/1968			71			
USGS	2087500	10/4/1968			79			
USGS	2087500	10/5/1968			84			
USGS	2087500	10/6/1968			88			
USGS	2087500	10/7/1968			155			
USGS	2087500	10/8/1968			159			
USGS	2087500	10/9/1968			95			
USGS	2087500	10/10/1968			86			
USGS	2087500	10/11/1968			91			
USGS	2087500	10/12/1968			97			
USGS	2087500	10/13/1968			76			
USGS	2087500	10/14/1968			78			
USGS	2087500	10/15/1968			99			
USGS	2087500	10/16/1968			119			
USGS	2087500	10/17/1968			106			
USGS	2087500	10/18/1968			109			
USGS	2087500	10/19/1968			147			
USGS	2087500	10/20/1968			522			
USGS	2087500	10/21/1968			742			
USGS	2087500	10/22/1968			480			
USGS	2087500	10/23/1968			288			
USGS	2087500	10/24/1968			202			
USGS	2087500	10/25/1968			162			
USGS	2087500	10/26/1968			135			
USGS	2087500	10/27/1968			116			
USGS	2087500	10/28/1968			116			
USGS	2087500	10/29/1968			122			
USGS	2087500	10/30/1968			104			
USGS	2087500	10/31/1968			71			
USGS	2087500	11/1/1968			65			
USGS	2087500	11/2/1968			73			
USGS	2087500	11/3/1968			84			
USGS	2087500	11/4/1968			95			
USGS	2087500	11/5/1968			162			
USGS	2087500	11/6/1968			153			
USGS	2087500	11/7/1968			132			
USGS	2087500	11/8/1968			124			
USGS	2087500	11/9/1968			119			
USGS	2087500	11/10/1968			326			
USGS	2087500	11/11/1968			505			
USGS	2087500	11/12/1968			970			
USGS	2087500	11/13/1968			1800			
USGS	2087500	11/14/1968			1430			
USGS	2087500	11/15/1968			950			
USGS	2087500	11/16/1968			605			
USGS	2087500	11/17/1968			455			
USGS	2087500	11/18/1968			380			
USGS	2087500	11/19/1968			415			
USGS	2087500	11/20/1968			605			
USGS	2087500	11/21/1968			665			
USGS	2087500	11/22/1968			505			
USGS	2087500	11/23/1968			390			
USGS	2087500	11/24/1968			310			
USGS	2087500	11/25/1968			297			
USGS	2087500	11/26/1968			270			
USGS	2087500	11/27/1968			230			
USGS	2087500	11/28/1968			223			
USGS	2087500	11/29/1968			216			
USGS	2087500	11/30/1968			223			
USGS	2087500	12/1/1968			209			
USGS	2087500	12/2/1968			288			
USGS	2087500	12/3/1968			390			
USGS	2087500	12/4/1968			415			
USGS	2087500	12/5/1968			435			
USGS	2087500	12/6/1968			485			
USGS	2087500	12/7/1968			455			
USGS	2087500	12/8/1968			410			
USGS	2087500	12/9/1968			350			
USGS	2087500	12/10/1968			310			
USGS	2087500	12/11/1968			266			
USGS	2087500	12/12/1968			226			
USGS	2087500	12/13/1968			226			
USGS	2087500	12/14/1968			270			
USGS	2087500	12/15/1968			495			
USGS	2087500	12/16/1968			660			
USGS	2087500	12/17/1968			665			
USGS	2087500	12/18/1968			515			
USGS	2087500	12/19/1968			415			
USGS	2087500	12/20/1968			360			
USGS	2087500	12/21/1968			315			
USGS	2087500	12/22/1968			297			
USGS	2087500	12/23/1968			385			
USGS	2087500	12/24/1968			525			
USGS	2087500	12/25/1968			752			
USGS	2087500	12/26/1968			640			
USGS	2087500	12/27/1968			510			
USGS	2087500	12/28/1968			450			
USGS	2087500	12/29/1968			535			
USGS	2087500	12/30/1968			880			
USGS	2087500	12/31/1968			812			
USGS	2087500	1/1/1969			680			
USGS	2087500	1/2/1969			736			
USGS	2087500	1/3/1969			892			
USGS	2087500	1/4/1969			796			
USGS	2087500	1/5/1969			635			
USGS	2087500	1/6/1969			500			
USGS	2087500	1/7/1969			430			
USGS	2087500	1/8/1969			390			
USGS	2087500	1/9/1969			370			
USGS	2087500	1/10/1969			340			
USGS	2087500	1/11/1969			330			
USGS	2087500	1/12/1969			320			
USGS	2087500	1/13/1969			300			
USGS	2087500	1/14/1969			270			
USGS	2087500	1/15/1969			250			
USGS	2087500	1/16/1969			240			
USGS	2087500	1/17/1969			230			
USGS	2087500	1/18/1969			230			
USGS	2087500	1/19/1969			302			
USGS	2087500	1/20/1969			540			
USGS	2087500	1/21/1969			2240			
USGS	2087500	1/22/1969			3180			
USGS	2087500	1/23/1969			3500			
USGS	2087500	1/24/1969			3670			
USGS	2087500	1/25/1969			2320			
USGS	2087500	1/26/1969			1170			
USGS	2087500	1/27/1969			892			
USGS	2087500	1/28/1969			726			
USGS	2087500	1/29/1969			640			
USGS	2087500	1/30/1969			590			
USGS	2087500	1/31/1969			579			
USGS	2087500	2/1/1969			602			
USGS	2087500	2/2/1969			1280			
USGS	2087500	2/3/1969			4630			
USGS	2087500	2/4/1969			4750			
USGS	2087500	2/5/1969			4740			
USGS	2087500	2/6/1969			4780			
USGS	2087500	2/7/1969			3000			
USGS	2087500	2/8/1969			1300			
USGS	2087500	2/9/1969			1760			
USGS	2087500	2/10/1969			3020			
USGS	2087500	2/11/1969			3340			
USGS	2087500	2/12/1969			2750			
USGS	2087500	2/13/1969			1490			
USGS	2087500	2/14/1969			1070			
USGS	2087500	2/15/1969			866			
USGS	2087500	2/16/1969			758			
USGS	2087500	2/17/1969			746			
USGS	2087500	2/18/1969			722			
USGS	2087500	2/19/1969			662			
USGS	2087500	2/20/1969			590			
USGS	2087500	2/21/1969			552			
USGS	2087500	2/22/1969			524			
USGS	2087500	2/23/1969			1010			
USGS	2087500	2/24/1969			2160			
USGS	2087500	2/25/1969			1580			
USGS	2087500	2/26/1969			1180			
USGS	2087500	2/27/1969			939			
USGS	2087500	2/28/1969			770			
USGS	2087500	3/1/1969			746			
USGS	2087500	3/2/1969			1040			
USGS	2087500	3/3/1969			1660			
USGS	2087500	3/4/1969			2240			
USGS	2087500	3/5/1969			2710			
USGS	2087500	3/6/1969			3000			
USGS	2087500	3/7/1969			4540			
USGS	2087500	3/8/1969			5920			
USGS	2087500	3/9/1969			5140			
USGS	2087500	3/10/1969			5130			
USGS	2087500	3/11/1969			5140			
USGS	2087500	3/12/1969			4120			
USGS	2087500	3/13/1969			1880			
USGS	2087500	3/14/1969			1300			
USGS	2087500	3/15/1969			1080			
USGS	2087500	3/16/1969			932			
USGS	2087500	3/17/1969			842			
USGS	2087500	3/18/1969			778			
USGS	2087500	3/19/1969			2700			
USGS	2087500	3/20/1969			5600			
USGS	2087500	3/21/1969			4720			
USGS	2087500	3/22/1969			4680			
USGS	2087500	3/23/1969			3770			
USGS	2087500	3/24/1969			1710			
USGS	2087500	3/25/1969			1510			
USGS	2087500	3/26/1969			1620			
USGS	2087500	3/27/1969			1460			
USGS	2087500	3/28/1969			1120			
USGS	2087500	3/29/1969			946			
USGS	2087500	3/30/1969			836			
USGS	2087500	3/31/1969			752			
USGS	2087500	4/1/1969			692			
USGS	2087500	4/2/1969			638			
USGS	2087500	4/3/1969			614			
USGS	2087500	4/4/1969			614			
USGS	2087500	4/5/1969			650			
USGS	2087500	4/6/1969			692			
USGS	2087500	4/7/1969			824			
USGS	2087500	4/8/1969			1000			
USGS	2087500	4/9/1969			925			
USGS	2087500	4/10/1969			770			
USGS	2087500	4/11/1969			662			
USGS	2087500	4/12/1969			590			
USGS	2087500	4/13/1969			562			
USGS	2087500	4/14/1969			518			
USGS	2087500	4/15/1969			496			
USGS	2087500	4/16/1969			552			
USGS	2087500	4/17/1969			698			
USGS	2087500	4/18/1969			1140			
USGS	2087500	4/19/1969			1460			
USGS	2087500	4/20/1969			2160			
USGS	2087500	4/21/1969			4490			
USGS	2087500	4/22/1969			3130			
USGS	2087500	4/23/1969			2400			
USGS	2087500	4/24/1969			946			
USGS	2087500	4/25/1969			764			
USGS	2087500	4/26/1969			650			
USGS	2087500	4/27/1969			579			
USGS	2087500	4/28/1969			524			
USGS	2087500	4/29/1969			475			
USGS	2087500	4/30/1969			445			
USGS	2087500	5/1/1969			410			
USGS	2087500	5/2/1969			390			
USGS	2087500	5/3/1969			353			
USGS	2087500	5/4/1969			344			
USGS	2087500	5/5/1969			340			
USGS	2087500	5/6/1969			326			
USGS	2087500	5/7/1969			304			
USGS	2087500	5/8/1969			286			
USGS	2087500	5/9/1969			290			
USGS	2087500	5/10/1969			326			
USGS	2087500	5/11/1969			308			
USGS	2087500	5/12/1969			286			
USGS	2087500	5/13/1969			262			
USGS	2087500	5/14/1969			210			
USGS	2087500	5/15/1969			243			
USGS	2087500	5/16/1969			266			
USGS	2087500	5/17/1969			254			
USGS	2087500	5/18/1969			254			
USGS	2087500	5/19/1969			258			
USGS	2087500	5/20/1969			1090			
USGS	2087500	5/21/1969			758			
USGS	2087500	5/22/1969			491			
USGS	2087500	5/23/1969			376			
USGS	2087500	5/24/1969			312			
USGS	2087500	5/25/1969			330			
USGS	2087500	5/26/1969			430			
USGS	2087500	5/27/1969			513			
USGS	2087500	5/28/1969			440			
USGS	2087500	5/29/1969			366			
USGS	2087500	5/30/1969			304			
USGS	2087500	5/31/1969			282			
USGS	2087500	6/1/1969			282			
USGS	2087500	6/2/1969			274			
USGS	2087500	6/3/1969			582			
USGS	2087500	6/4/1969			530			
USGS	2087500	6/5/1969			420			
USGS	2087500	6/6/1969			366			
USGS	2087500	6/7/1969			286			
USGS	2087500	6/8/1969			250			
USGS	2087500	6/9/1969			254			
USGS	2087500	6/10/1969			568			
USGS	2087500	6/11/1969			552			
USGS	2087500	6/12/1969			376			
USGS	2087500	6/13/1969			353			
USGS	2087500	6/14/1969			902			
USGS	2087500	6/15/1969			1320			
USGS	2087500	6/16/1969			2460			
USGS	2087500	6/17/1969			2490			
USGS	2087500	6/18/1969			2190			
USGS	2087500	6/19/1969			1130			
USGS	2087500	6/20/1969			734			
USGS	2087500	6/21/1969			758			
USGS	2087500	6/22/1969			579			
USGS	2087500	6/23/1969			435			
USGS	2087500	6/24/1969			366			
USGS	2087500	6/25/1969			485			
USGS	2087500	6/26/1969			420			
USGS	2087500	6/27/1969			317			
USGS	2087500	6/28/1969			278			
USGS	2087500	6/29/1969			262			
USGS	2087500	6/30/1969			243			
USGS	2087500	7/1/1969			215			
USGS	2087500	7/2/1969			376			
USGS	2087500	7/3/1969			294			
USGS	2087500	7/4/1969			243			
USGS	2087500	7/5/1969			209			
USGS	2087500	7/6/1969			203			
USGS	2087500	7/7/1969			229			
USGS	2087500	7/8/1969			185			
USGS	2087500	7/9/1969			152			
USGS	2087500	7/10/1969			155			
USGS	2087500	7/11/1969			430			
USGS	2087500	7/12/1969			614			
USGS	2087500	7/13/1969			680			
USGS	2087500	7/14/1969			584			
USGS	2087500	7/15/1969			390			
USGS	2087500	7/16/1969			250			
USGS	2087500	7/17/1969			200			
USGS	2087500	7/18/1969			188			
USGS	2087500	7/19/1969			164			
USGS	2087500	7/20/1969			150			
USGS	2087500	7/21/1969			155			
USGS	2087500	7/22/1969			167			
USGS	2087500	7/23/1969			170			
USGS	2087500	7/24/1969			468			
USGS	2087500	7/25/1969			355			
USGS	2087500	7/26/1969			229			
USGS	2087500	7/27/1969			226			
USGS	2087500	7/28/1969			344			
USGS	2087500	7/29/1969			262			
USGS	2087500	7/30/1969			326			
USGS	2087500	7/31/1969			513			
USGS	2087500	8/1/1969			486			
USGS	2087500	8/2/1969			688			
USGS	2087500	8/3/1969			680			
USGS	2087500	8/4/1969			1840			
USGS	2087500	8/5/1969			5320			
USGS	2087500	8/6/1969			6170			
USGS	2087500	8/7/1969			3120			
USGS	2087500	8/8/1969			1230			
USGS	2087500	8/9/1969			704			
USGS	2087500	8/10/1969			535			
USGS	2087500	8/11/1969			842			
USGS	2087500	8/12/1969			540			
USGS	2087500	8/13/1969			410			
USGS	2087500	8/14/1969			1050			
USGS	2087500	8/15/1969			972			
USGS	2087500	8/16/1969			794			
USGS	2087500	8/17/1969			818			
USGS	2087500	8/18/1969			698			
USGS	2087500	8/19/1969			480			
USGS	2087500	8/20/1969			410			
USGS	2087500	8/21/1969			353			
USGS	2087500	8/22/1969			308			
USGS	2087500	8/23/1969			286			
USGS	2087500	8/24/1969			266			
USGS	2087500	8/25/1969			237			
USGS	2087500	8/26/1969			215			
USGS	2087500	8/27/1969			183			
USGS	2087500	8/28/1969			173			
USGS	2087500	8/29/1969			164			
USGS	2087500	8/30/1969			158			
USGS	2087500	8/31/1969			150			
USGS	2087500	9/1/1969			142			
USGS	2087500	9/2/1969			150			
USGS	2087500	9/3/1969			322			
USGS	2087500	9/4/1969			435			
USGS	2087500	9/5/1969			270			
USGS	2087500	9/6/1969			313			
USGS	2087500	9/7/1969			258			
USGS	2087500	9/8/1969			209			
USGS	2087500	9/9/1969			222			
USGS	2087500	9/10/1969			185			
USGS	2087500	9/11/1969			155			
USGS	2087500	9/12/1969			139			
USGS	2087500	9/13/1969			132			
USGS	2087500	9/14/1969			138			
USGS	2087500	9/15/1969			127			
USGS	2087500	9/16/1969			138			
USGS	2087500	9/17/1969			152			
USGS	2087500	9/18/1969			188			
USGS	2087500	9/19/1969			194			
USGS	2087500	9/20/1969			515			
USGS	2087500	9/21/1969			1910			
USGS	2087500	9/22/1969			1250			
USGS	2087500	9/23/1969			585			
USGS	2087500	9/24/1969			380			
USGS	2087500	9/25/1969			670			
USGS	2087500	9/26/1969			778			
USGS	2087500	9/27/1969			541			
USGS	2087500	9/28/1969			376			
USGS	2087500	9/29/1969			308			
USGS	2087500	9/30/1969			258			
USGS	2087500	10/1/1969			238			
USGS	2087500	10/2/1969			535			
USGS	2087500	10/3/1969			3270			
USGS	2087500	10/4/1969			2640			
USGS	2087500	10/5/1969			1500			
USGS	2087500	10/6/1969			768			
USGS	2087500	10/7/1969			520			
USGS	2087500	10/8/1969			415			
USGS	2087500	10/9/1969			390			
USGS	2087500	10/10/1969			375			
USGS	2087500	10/11/1969			325			
USGS	2087500	10/12/1969			297			
USGS	2087500	10/13/1969			274			
USGS	2087500	10/14/1969			274			
USGS	2087500	10/15/1969			279			
USGS	2087500	10/16/1969			254			
USGS	2087500	10/17/1969			234			
USGS	2087500	10/18/1969			212			
USGS	2087500	10/19/1969			185			
USGS	2087500	10/20/1969			175			
USGS	2087500	10/21/1969			195			
USGS	2087500	10/22/1969			192			
USGS	2087500	10/23/1969			162			
USGS	2087500	10/24/1969			147			
USGS	2087500	10/25/1969			147			
USGS	2087500	10/26/1969			156			
USGS	2087500	10/27/1969			188			
USGS	2087500	10/28/1969			192			
USGS	2087500	10/29/1969			178			
USGS	2087500	10/30/1969			162			
USGS	2087500	10/31/1969			162			
USGS	2087500	11/1/1969			169			
USGS	2087500	11/2/1969			365			
USGS	2087500	11/3/1969			525			
USGS	2087500	11/4/1969			320			
USGS	2087500	11/5/1969			258			
USGS	2087500	11/6/1969			212			
USGS	2087500	11/7/1969			198			
USGS	2087500	11/8/1969			216			
USGS	2087500	11/9/1969			220			
USGS	2087500	11/10/1969			202			
USGS	2087500	11/11/1969			195			
USGS	2087500	11/12/1969			209			
USGS	2087500	11/13/1969			238			
USGS	2087500	11/14/1969			216			
USGS	2087500	11/15/1969			198			
USGS	2087500	11/16/1969			185			
USGS	2087500	11/17/1969			175			
USGS	2087500	11/18/1969			192			
USGS	2087500	11/19/1969			212			
USGS	2087500	11/20/1969			238			
USGS	2087500	11/21/1969			242			
USGS	2087500	11/22/1969			223			
USGS	2087500	11/23/1969			234			
USGS	2087500	11/24/1969			226			
USGS	2087500	11/25/1969			220			
USGS	2087500	11/26/1969			198			
USGS	2087500	11/27/1969			192			
USGS	2087500	11/28/1969			185			
USGS	2087500	11/29/1969			188			
USGS	2087500	11/30/1969			198			
USGS	2087500	12/1/1969			198			
USGS	2087500	12/2/1969			198			
USGS	2087500	12/3/1969			185			
USGS	2087500	12/4/1969			175			
USGS	2087500	12/5/1969			169			
USGS	2087500	12/6/1969			169			
USGS	2087500	12/7/1969			195			
USGS	2087500	12/8/1969			302			
USGS	2087500	12/9/1969			320			
USGS	2087500	12/10/1969			340			
USGS	2087500	12/11/1969			892			
USGS	2087500	12/12/1969			958			
USGS	2087500	12/13/1969			790			
USGS	2087500	12/14/1969			535			
USGS	2087500	12/15/1969			415			
USGS	2087500	12/16/1969			350			
USGS	2087500	12/17/1969			302			
USGS	2087500	12/18/1969			288			
USGS	2087500	12/19/1969			279			
USGS	2087500	12/20/1969			270			
USGS	2087500	12/21/1969			250			
USGS	2087500	12/22/1969			360			
USGS	2087500	12/23/1969			615			
USGS	2087500	12/24/1969			796			
USGS	2087500	12/25/1969			665			
USGS	2087500	12/26/1969			1420			
USGS	2087500	12/27/1969			2550			
USGS	2087500	12/28/1969			2350			
USGS	2087500	12/29/1969			1870			
USGS	2087500	12/30/1969			1110			
USGS	2087500	12/31/1969			784			
USGS	2087500	1/1/1970			675			
USGS	2087500	1/2/1970			605			
USGS	2087500	1/3/1970			545			
USGS	2087500	1/4/1970			495			
USGS	2087500	1/5/1970			445			
USGS	2087500	1/6/1970			445			
USGS	2087500	1/7/1970			670			
USGS	2087500	1/8/1970			747			
USGS	2087500	1/9/1970			605			
USGS	2087500	1/10/1970			490			
USGS	2087500	1/11/1970			480			
USGS	2087500	1/12/1970			505			
USGS	2087500	1/13/1970			490			
USGS	2087500	1/14/1970			465			
USGS	2087500	1/15/1970			445			
USGS	2087500	1/16/1970			415			
USGS	2087500	1/17/1970			405			
USGS	2087500	1/18/1970			415			
USGS	2087500	1/19/1970			445			
USGS	2087500	1/20/1970			475			
USGS	2087500	1/21/1970			495			
USGS	2087500	1/22/1970			445			
USGS	2087500	1/23/1970			360			
USGS	2087500	1/24/1970			350			
USGS	2087500	1/25/1970			380			
USGS	2087500	1/26/1970			380			
USGS	2087500	1/27/1970			410			
USGS	2087500	1/28/1970			415			
USGS	2087500	1/29/1970			405			
USGS	2087500	1/30/1970			1020			
USGS	2087500	1/31/1970			1320			
USGS	2087500	2/1/1970			1040			
USGS	2087500	2/2/1970			950			
USGS	2087500	2/3/1970			2160			
USGS	2087500	2/4/1970			3390			
USGS	2087500	2/5/1970			2880			
USGS	2087500	2/6/1970			1930			
USGS	2087500	2/7/1970			1180			
USGS	2087500	2/8/1970			898			
USGS	2087500	2/9/1970			779			
USGS	2087500	2/10/1970			840			
